A1_1,A1_2,A1_3,A2,A3_0,A3_1,A3_2,A3_3,A4_0,A4_1,A4_2,A4_3,A4_4,A4_5,A4_6,A4_7,A4_8,A4_9,A5,A6_1,A6_2,A6_3,A6_4,A7_1,A7_2,A7_3,A7_4,A8,A9_1,A9_2,A9_3,A9_4,A10_1,A10_2,A11,A12_1,A12_2,A12_3,A14_1,A14_2,A15_1,A15_2,A16,A17_1,A17_2,A17_3,A18,A19,A20,A21,A13
1,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2348,1,0,0,0,0,0,1,0,3,0,0,0,1,1,0,2,0,1,0,0,0,0,1,2,0,0,1,1,2,1,0,0
0,1,0,12,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1223,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,2,0,0,1,1,1,1,1,0
0,0,0,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1516,0,0,0,1,0,0,1,0,4,0,1,0,0,1,0,1,1,0,0,0,0,0,1,2,0,1,0,1,1,1,0,0
0,0,0,18,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1473,1,0,0,0,0,1,0,0,3,0,0,0,1,1,0,4,1,0,0,0,0,0,1,1,0,0,1,1,2,1,0,1
0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1887,0,0,0,0,0,0,1,0,4,0,0,0,1,1,0,4,1,0,0,1,0,0,1,2,0,0,1,1,1,1,0,1
0,0,0,24,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8648,1,0,0,0,0,1,0,0,2,0,0,1,0,1,0,2,0,0,1,1,0,0,1,2,0,0,1,1,2,1,1,1
0,0,0,14,0,0,0,1,1,0,0,0,0,0,0,0,0,0,802,1,0,0,0,0,0,1,0,4,0,0,1,0,1,0,2,0,0,1,0,0,0,1,2,0,1,0,1,1,1,0,1
0,1,0,18,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2899,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,4,0,0,1,0,0,0,1,1,0,0,1,2,1,1,0,0
0,1,0,24,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2039,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,2,1,1,1
0,0,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2197,0,0,0,0,0,0,0,1,4,0,0,1,0,1,0,4,0,0,1,0,0,0,1,2,0,0,1,2,2,1,0,0
1,0,0,15,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1053,1,0,0,0,0,1,0,0,4,0,0,0,1,1,0,2,1,0,0,0,0,0,1,1,0,0,1,1,1,2,0,1
0,0,0,24,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3235,0,0,1,0,0,0,0,0,3,1,0,0,0,1,0,2,0,0,1,0,0,0,1,1,0,0,0,1,2,1,0,1
0,0,1,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,939,0,0,1,0,0,0,0,1,4,0,0,0,1,1,0,2,1,0,0,0,0,0,1,3,0,0,1,1,2,1,1,1
0,1,0,24,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1967,1,0,0,0,0,0,0,0,4,0,1,0,0,1,0,4,0,0,1,0,0,0,1,1,0,0,1,1,2,1,0,1
0,0,0,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7253,1,0,0,0,0,0,0,1,3,0,0,1,0,1,0,2,0,0,1,0,0,0,1,2,0,0,0,1,2,1,0,1
0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2292,1,0,0,0,1,0,0,0,4,0,0,1,0,1,0,2,0,0,1,0,1,0,1,2,0,0,0,1,2,1,1,0
0,0,0,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1597,0,0,1,0,0,0,1,0,3,0,0,1,0,1,0,2,0,0,0,0,0,1,0,1,0,1,0,2,1,2,0,0
1,0,0,24,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1381,0,0,0,0,0,0,1,0,4,0,1,0,0,1,0,2,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1
0,0,0,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5842,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,2,0,1,0,0,0,0,1,2,0,0,1,2,2,1,0,1
1,0,0,12,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2579,1,0,0,0,0,1,0,0,4,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,2,1,1,1,1
1,0,0,18,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8471,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,2,0,0,1,0,0,1,0,2,0,0,1,1,2,1,0,1
0,0,0,21,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2782,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,2,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1
0,1,0,18,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1042,0,0,0,0,0,0,1,0,4,0,1,0,0,1,0,2,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1
0,0,0,15,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3186,0,0,0,1,0,0,0,1,2,0,1,0,0,1,0,3,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1
0,1,0,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2028,0,0,0,0,0,0,1,0,4,0,0,1,0,1,0,2,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1
0,1,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,958,1,0,0,0,0,0,0,1,2,0,0,1,0,1,0,3,1,0,0,0,0,0,1,2,0,1,0,2,1,1,0,0
0,0,0,21,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1591,0,1,0,0,0,0,0,1,4,0,0,1,0,1,0,3,1,0,0,0,0,0,1,2,0,0,0,1,1,1,0,1
0,1,0,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2762,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,0,1,0,1,0,0,1,1,0,0,1,1,2,1,1,1
0,1,0,18,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2779,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,3,0,0,1,0,0,1,0,1,0,0,1,1,2,1,0,1
0,0,0,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2743,1,0,0,0,0,0,0,0,4,0,0,1,0,1,0,2,0,0,1,0,0,0,1,2,0,0,1,1,1,1,0,1
0,0,0,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1149,0,0,0,1,0,0,1,0,4,0,0,1,0,1,0,3,1,0,0,0,0,0,1,2,0,0,1,1,1,1,0,0
0,0,0,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1313,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,4,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1
1,0,0,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1190,1,0,0,0,1,0,0,0,2,0,1,0,0,1,0,4,0,0,0,0,0,0,0,3,1,0,0,2,1,1,1,0
0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3448,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,4,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0
0,1,0,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11328,1,0,0,0,0,0,1,0,2,0,0,1,0,0,1,3,0,0,1,1,0,0,1,2,0,0,0,1,2,1,1,1
1,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1872,1,0,0,0,1,0,0,0,4,0,0,1,0,1,0,4,0,0,0,0,0,0,0,3,0,0,0,1,2,1,0,1
0,0,0,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2058,1,0,0,0,0,0,1,0,4,1,0,0,0,1,0,2,1,0,0,0,0,0,1,2,0,0,1,1,2,1,0,1
1,0,0,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2136,1,0,0,0,0,0,1,0,3,0,0,1,0,1,0,2,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1
0,1,0,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1484,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,2,1,1,1
0,0,0,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,660,0,0,1,0,0,0,0,1,2,0,0,0,1,1,0,4,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1
0,0,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1287,0,0,0,1,0,0,0,0,4,0,1,0,0,1,0,4,1,0,0,0,0,0,1,2,0,0,1,1,2,1,0,1
1,0,0,42,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3394,1,0,0,0,1,0,0,0,4,0,0,1,0,0,1,4,0,0,1,0,0,0,1,2,1,0,0,1,1,1,0,0
0,0,1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,1,609,1,0,0,0,0,1,0,0,4,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1
0,0,0,12,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1884,1,0,0,0,0,0,0,0,4,0,0,1,0,1,0,4,0,0,1,0,0,0,1,1,0,0,0,1,2,1,0,1
1,0,0,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1620,1,0,0,0,0,0,1,0,2,0,1,0,0,0,1,3,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1
0,1,0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2629,1,0,0,0,0,0,1,0,2,0,0,1,0,1,0,3,0,0,1,1,0,0,1,2,0,0,1,1,2,1,0,1
0,0,0,12,0,0,1,0,0,0,0,0,0,0,1,0,0,0,719,1,0,0,0,0,0,0,0,4,0,0,1,0,1,0,4,0,0,1,1,0,0,1,1,0,1,0,2,1,1,1,0
0,1,0,48,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5096,1,0,0,0,0,0,1,0,2,0,1,0,0,1,0,3,0,0,1,0,0,0,1,1,0,0,0,1,2,1,1,1
0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1244,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,4,0,1,0,0,0,1,0,2,0,1,0,1,1,1,0,0
1,0,0,36,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1842,1,0,0,0,0,1,0,0,4,0,1,0,0,1,0,4,0,0,1,0,0,0,1,1,0,0,1,1,2,1,1,1
0,1,0,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2576,1,0,0,0,0,0,1,0,2,0,0,1,0,0,0,2,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1
0,0,1,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1424,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,4,1,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0
0,1,0,15,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1512,0,0,0,1,0,0,1,0,3,0,0,0,1,1,0,3,0,1,0,0,1,0,1,2,0,0,1,1,1,1,1,0
0,0,0,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11054,0,0,0,0,0,0,1,0,4,0,0,1,0,1,0,2,0,0,1,0,0,0,1,1,0,0,0,1,2,1,0,1
0,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,518,1,0,0,0,0,0,1,0,3,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1
0,0,0,12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2759,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,4,0,1,0,0,0,0,1,2,0,0,1,1,1,1,0,1
0,0,0,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2670,1,0,0,0,0,0,0,0,4,0,0,1,0,1,0,4,0,0,1,0,0,0,1,1,0,0,0,1,2,1,0,1
1,0,0,24,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4817,1,0,0,0,0,0,0,1,2,0,0,1,0,0,1,3,0,1,0,0,0,0,1,1,0,0,1,1,2,1,1,1
0,0,0,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2679,1,0,0,0,0,1,0,0,4,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,1
1,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3905,1,0,0,0,0,0,1,0,2,0,0,1,0,1,0,2,1,0,0,0,0,1,0,2,0,0,1,2,1,1,0,1
1,0,0,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3386,1,0,0,0,0,0,0,0,3,0,0,1,0,1,0,4,0,0,0,0,0,0,0,1,0,0,1,1,2,1,1,1
1,0,0,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,343,1,0,0,0,0,1,0,0,4,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1
0,0,0,18,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4594,1,0,0,0,0,1,0,0,3,0,0,1,0,1,0,2,0,0,1,0,0,0,1,1,0,0,1,1,2,1,0,1
1,0,0,36,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3620,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,1,0,0,0,0,1,1,0,0,1,2,1,1,0,1
1,0,0,15,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1721,1,0,0,0,0,1,0,0,2,0,0,1,0,1,0,3,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1
0,1,0,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3017,1,0,0,0,0,1,0,0,3,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1
0,1,0,12,0,0,1,0,0,0,0,0,0,0,0,0,1,0,754,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,4,0,1,0,0,0,0,1,2,0,0,1,1,1,1,0,1
0,0,0,18,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1950,1,0,0,0,0,0,0,1,4,0,0,1,0,1,0,1,0,0,1,0,1,0,1,2,0,0,1,1,2,1,0,1
1,0,0,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2924,1,0,0,0,0,0,1,0,3,0,0,1,0,0,0,4,0,0,0,1,0,0,1,1,0,0,1,2,2,1,0,0
1,0,0,24,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1659,1,0,0,0,0,1,0,0,4,0,1,0,0,1,0,2,0,0,1,0,0,1,0,1,0,1,0,1,2,1,1,1
0,0,0,48,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7238,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,3,0,0,1,1,0,0,1,2,0,0,1,2,1,1,0,1
0,0,0,33,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2764,1,0,0,0,0,0,1,0,2,0,1,0,0,1,0,2,0,0,1,0,0,0,1,2,0,0,1,1,2,1,0,1
0,0,0,24,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4679,1,0,0,0,0,0,0,1,3,0,0,1,0,1,0,3,0,0,1,0,0,0,1,2,0,1,0,1,2,1,0,1
0,1,0,24,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3092,0,1,0,0,0,1,0,0,3,0,0,0,1,1,0,2,0,0,1,0,0,1,0,1,0,0,1,1,2,1,1,1
1,0,0,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,448,1,0,0,0,0,1,0,0,4,0,1,0,0,1,0,4,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1
1,0,0,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,654,1,0,0,0,0,0,1,0,4,0,0,1,0,1,0,3,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1
0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1238,0,0,0,0,1,0,0,0,4,0,0,1,0,1,0,4,0,1,0,0,0,0,1,1,0,0,0,2,2,1,0,1
0,1,0,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1245,1,0,0,0,0,0,1,0,4,0,0,0,1,1,0,2,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1
1,0,0,18,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3114,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,4,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1
0,0,0,39,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2569,0,0,1,0,0,0,1,0,4,0,0,1,0,1,0,4,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1
0,0,1,24,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5152,1,0,0,0,0,0,0,1,4,0,0,1,0,1,0,2,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1
0,1,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1037,0,1,0,0,0,0,0,1,3,0,0,1,0,1,0,4,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1
1,0,0,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1478,1,0,0,0,0,0,0,0,4,0,0,1,0,1,0,4,0,0,1,0,0,0,1,2,0,0,1,2,2,1,0,0
0,1,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3573,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1
0,1,0,24,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1201,1,0,0,0,0,1,0,0,4,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1
1,0,0,30,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3622,0,0,0,1,0,0,0,0,4,0,1,0,0,1,0,4,0,1,0,0,0,1,0,2,0,0,1,1,2,1,0,0
0,0,0,15,0,0,0,1,0,0,1,0,0,0,0,0,0,0,960,0,0,0,1,0,0,0,1,3,0,1,0,0,1,0,2,0,1,0,0,0,0,1,2,0,0,1,1,1,1,0,1
0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1163,0,0,1,0,0,0,1,0,4,0,0,1,0,1,0,4,1,0,0,0,0,0,1,1,0,0,1,1,2,1,0,0
0,1,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1209,1,0,0,0,1,0,0,0,4,0,0,1,0,1,0,4,0,1,0,0,0,0,1,1,0,0,0,1,2,1,1,0
0,0,0,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3077,1,0,0,0,0,0,1,0,2,0,0,1,0,1,0,4,0,0,1,0,0,0,1,1,0,0,1,1,2,1,0,0
0,0,0,24,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3757,1,0,0,0,0,0,0,0,4,0,1,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,1,2,1,0,0
0,0,0,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1418,0,1,0,0,0,0,1,0,3,0,0,1,0,1,0,2,1,0,0,0,0,1,0,1,0,1,0,1,1,2,0,1
0,0,0,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3518,1,0,0,0,0,0,1,0,2,0,0,1,0,0,0,3,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1
0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1934,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,2,0,0,0,0,0,0,1,2,0,0,1,1,1,1,0,1
0,1,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8318,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,4,0,0,0,0,0,0,0,2,0,0,0,1,2,1,1,0
0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1237,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,2,0,0,1,1,1,1,0,1
0,1,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,368,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,4,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1
1,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2122,1,0,0,0,0,0,1,0,3,0,0,1,0,1,0,2,1,0,0,0,0,1,0,2,0,1,0,2,1,2,0,1
1,0,0,24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2996,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,4,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1
0,1,0,36,0,0,1,0,0,0,1,0,0,0,0,0,0,0,9034,0,1,0,0,0,1,0,0,4,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,2,1,1,1
0,0,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1585,1,0,0,0,0,0,0,1,4,0,0,1,0,1,0,3,0,1,0,0,0,0,1,2,0,0,1,1,1,1,0,0
0,1,0,18,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1301,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,2,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1
0,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1323,0,1,0,0,0,0,0,0,2,1,0,0,0,1,0,4,0,0,1,0,0,0,1,2,0,0,1,2,2,1,0,1
1,0,0,24,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3123,1,0,0,0,0,1,0,0,4,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1
1,0,0,36,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5493,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,4,0,0,0,0,0,0,0,1,0,0,1,2,1,1,0,0
0,0,1,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1126,0,1,0,0,0,0,0,0,2,1,0,0,0,1,0,4,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0
0,1,0,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1216,0,1,0,0,0,1,0,0,4,0,0,1,0,1,0,4,0,0,0,1,0,0,1,2,0,0,1,2,1,1,1,1
1,0,0,24,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1207,1,0,0,0,0,1,0,0,4,0,1,0,0,1,0,4,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1
0,0,0,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1309,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,4,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1
0,0,1,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2360,0,0,1,0,0,0,1,0,2,0,0,1,0,1,0,2,0,0,1,0,0,0,1,1,0,0,1,1,2,1,0,1
0,1,0,15,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6850,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,2,0,1,0,0,0,0,1,1,0,0,0,2,2,1,1,1
0,0,0,24,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1413,1,0,0,0,0,0,1,0,4,0,0,0,1,1,0,2,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1
0,0,0,39,0,0,1,0,0,1,0,0,0,0,0,0,0,0,8588,0,1,0,0,0,0,0,0,4,0,0,1,0,1,0,2,0,0,1,0,0,0,1,1,0,0,0,1,2,1,0,0
1,0,0,12,0,0,1,0,1,0,0,0,0,0,0,0,0,0,759,1,0,0,0,0,0,0,1,4,0,0,1,0,1,0,2,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1
0,0,0,36,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4686,1,0,0,0,0,0,1,0,2,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,1
0,0,1,15,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2687,1,0,0,0,0,0,0,1,2,0,0,1,0,1,0,4,0,1,0,0,0,1,0,1,0,0,1,1,2,1,0,1
0,1,0,12,0,0,0,1,0,0,0,1,0,0,0,0,0,0,585,1,0,0,0,0,0,1,0,4,0,0,0,1,0,1,4,1,0,0,0,0,1,0,2,0,0,1,1,1,1,0,1
0,0,0,24,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2255,0,0,0,0,0,1,0,0,4,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0
1,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,609,1,0,0,0,0,0,0,1,4,0,1,0,0,1,0,3,0,1,0,0,0,0,1,2,0,0,1,1,1,2,0,1
1,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1361,1,0,0,0,0,1,0,0,2,0,0,1,0,1,0,4,1,0,0,0,0,0,1,1,0,1,0,2,1,2,0,0
0,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7127,1,0,0,0,0,1,0,0,2,0,1,0,0,1,0,4,0,1,0,0,0,1,0,2,0,0,1,1,2,1,1,1
1,0,0,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1203,0,1,0,0,0,0,0,0,3,0,0,1,0,1,0,2,0,1,0,0,0,0,1,1,0,0,1,1,2,1,0,0
0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,4,0,0,0,0,0,0,0,2,0,0,1,1,1,1,0,1
0,0,0,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5507,1,0,0,0,0,0,0,0,3,0,0,1,0,1,0,4,0,0,0,0,0,0,0,2,0,0,1,1,1,1,0,0
1,0,0,18,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3190,1,0,0,0,0,0,1,0,2,0,1,0,0,1,0,2,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1
1,0,0,48,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7119,1,0,0,0,0,0,1,0,3,0,0,1,0,1,0,4,0,0,0,0,0,0,0,2,0,0,1,2,1,1,1,0
0,0,0,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3488,0,1,0,0,0,0,0,1,3,0,1,0,0,1,0,4,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1
0,1,0,18,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1113,1,0,0,0,0,0,1,0,4,0,1,0,0,0,0,4,1,0,0,0,0,0,1,1,0,1,0,2,1,1,0,1
0,1,0,26,0,0,1,0,0,1,0,0,0,0,0,0,0,0,7966,1,0,0,0,0,1,0,0,2,0,0,1,0,1,0,3,0,0,1,0,0,0,1,2,0,0,1,1,1,1,0,1
0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1532,0,1,0,0,0,0,1,0,4,0,1,0,0,1,0,3,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1
0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1503,1,0,0,0,0,0,0,1,2,0,0,1,0,1,0,1,1,0,0,0,0,0,1,2,0,1,0,2,1,1,0,0
1,0,0,36,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2302,1,0,0,0,0,0,1,0,4,1,0,0,0,1,0,4,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1
1,0,0,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,662,1,0,0,0,0,1,0,0,3,0,0,1,0,1,0,4,1,0,0,0,0,0,1,1,0,1,0,2,2,1,0,0
